"","CN","PLT_CN","PREV_TRE_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","DAMLOC1","DAMTYP1","DAMSEV1","DAMLOC2","DAMTYP2","DAMSEV2","DECAYCD","STOCKING","VOLCFNET","VOLCFGRS","VOLCSNET","VOLCSGRS","VOLBFNET","VOLBFGRS","VOLCFSND","GROWCFGS","GROWBFSL","GROWCFAL","MORTCFGS","MORTBFSL","MORTCFAL","REMVCFGS","REMVBFSL","REMVCFAL","DIACHECK","MORTYR","SALVCD","UNCRCD","CPOSCD","CLIGHTCD","CVIGORCD","CDENCD","CDIEBKCD","TRANSCD","TREEHISTCD","DIACALC","CULLBF","CULLCF","BFSND","CFSND","SAWHT","BOLEHT","HTCALC","SITREE","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_DATE","MODIFIED_IN_INSTANCE","HTDMP","ROUGHCULL","CULL_FLD","RECONCILECD","PREVDIA","FGROWCFGS","FGROWBFSL","FGROWCFAL","FMORTCFGS","FMORTBFSL","FMORTCFAL","FREMVCFGS","FREMVBFSL","FREMVCFAL","P2A_GRM_FLG","TREECLCD_NERS","TREECLCD_SRS","TREECLCD_NCRS","STANDING_DEAD_CD","PREV_STATUS_CD","TPA_UNADJ","TPAMORT_UNADJ","TPAREMV_UNADJ","TPAGROW_UNADJ","DRYBIO_BOLE","DRYBIO_TOP","DRYBIO_STUMP","DRYBIO_SAPLING","DRYBIO_BG","CARBON_AG","CARBON_BG","CYCLE","SUBCYCLE","DISEASE_SRS","DIEBACK_SEVERITY_SRS","DAMAGE_AGENT_CD1","DAMAGE_AGENT_CD2","DAMAGE_AGENT_CD3","VOLCSSND","DRYBIO_SAWLOG","DRYBIO_AG","CULL_BF_ROTTEN","CULL_BF_ROTTEN_CD","CULL_BF_ROUGH","CULL_BF_ROUGH_CD","PREVDIA_FLD","TREECLCD_31_NCRS","TREE_GRADE_NCRS","BOUGHS_AVAILABLE_NCRS","BOUGHS_HRVST_NCRS","TREECLCD_31_NERS","AGENTCD_NERS","BFSNDCD_NERS","CAVITY_USE_PNWRS","GST_PNWRS"
"10779947",226394466010661,108296233010661,92357100010661,2009,27,3,19,20011,1,8,1,348,9.5,1,2,601,41,7.1,1,NA,NA,60,3,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2,NA,4.653288,5.50685,NA,NA,NA,NA,5.378816,-0.932383,0,-0.993608,6.147906,0,6.55161,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,72,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,7.1,-0.932383,0,-0.993608,6.147906,0,6.55161,0,0,0,"",NA,NA,NA,1,1,6.018046,1.09419,0,6.018046,106.357947,21.983291,10.128778,NA,40.785124,69.235008,20.392562,14,1,NA,NA,NA,NA,NA,NA,NA,138.470016,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10779957",226394476010661,108296233010661,92357036010661,2009,27,3,19,20011,2,6,1,281,18,1,2,601,41,7.8,1,NA,NA,44,3,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2,NA,5.971684,7.067082,NA,NA,NA,NA,6.902772,-1.196506,0,-1.275075,7.773751,0,8.284217,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8.32,NA,NA,NA,NA,NA,NA,NA,72,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,7.8,-1.196506,0,-1.275075,7.773751,0,8.284217,0,0,0,"",NA,NA,NA,1,1,6.018046,1.09419,0,6.018046,136.49187,26.17381,12.130908,NA,50.911846,87.398294,25.455923,14,1,NA,NA,NA,NA,NA,NA,NA,174.796588,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10781091",226397100010661,108296161010661,92271610010661,2009,27,3,65,20236,3,5,1,95,14,1,1,601,41,11.4,1,67,3,67,3,20,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.5811,14.701391,17.398096,NA,NA,NA,NA,16.99359,0,0,0.031436,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,69,70,"2010-06-09",10661,"2020-03-10",290487,NA,NA,2,NA,11.2,0,0,0.031436,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,445.368007,123.90422,23.039339,NA,114.665474,296.155783,57.332737,14,1,NA,NA,NA,NA,NA,NA,NA,592.311566,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10781092",226397101010661,108296161010661,92271612010661,2009,27,3,65,20236,3,6,1,97,15,1,1,601,41,9.4,1,67,3,67,2,10,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2.6814,10.223115,10.969008,NA,NA,NA,NA,10.894419,0.024406,0,0.026009,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,NA,NA,NA,NA,NA,69,70,"2010-06-09",10661,"2020-03-10",290487,NA,NA,1,NA,9.3,0.024406,0,0.026009,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,285.520933,90.605595,16.793271,NA,76.594175,196.4599,38.297088,14,1,NA,NA,NA,NA,NA,NA,NA,392.919799,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"",""
"10781284",226397468010661,108301243010661,92272258010661,2009,27,3,65,20249,4,14,2,220,11.9,2,1,601,41,7.1,1,53,3,53,3,35,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3.5854,4.730212,5.597884,NA,NA,NA,NA,5.467733,0,0,0.320724,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,47,72,"2010-06-09",10661,"2020-03-10",290487,NA,NA,8,NA,6.2,0,0,0.320724,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,143.298346,56.359888,10.296216,NA,41.459341,104.977225,20.729671,14,1,NA,NA,NA,NA,NA,NA,NA,209.95445,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10781285",226397469010661,108301243010661,92272260010661,2009,27,3,65,20249,4,15,2,221,19.9,2,2,601,41,7.6,1,NA,NA,50,3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,2,NA,5.674067,6.714872,NA,NA,NA,NA,6.558751,-1.080864,0,-1.151839,6.742723,0,7.185486,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7.82,NA,NA,NA,NA,NA,NA,NA,72,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,7.3,-1.080864,0,-1.151839,6.742723,0,7.185486,0,0,0,"",NA,NA,NA,1,1,6.018046,1.157317,0,6.018046,129.689376,25.382025,11.745866,NA,48.733425,83.408634,24.366713,14,1,NA,NA,NA,NA,NA,NA,NA,166.817267,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10781289",226397472010661,108301243010661,92272266010661,2009,27,3,65,20249,4,18,2,278,15,2,1,601,41,8.9,1,46,3,46,3,40,4,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2.516,8.521381,10.084475,NA,NA,NA,NA,9.850011,0,0,0.475208,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,43,72,"2010-06-09",10661,"2020-03-10",290487,NA,NA,8,NA,7.9,0,0,0.475208,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,258.149088,85.232913,15.76578,NA,70.166938,179.573891,35.083469,14,1,NA,NA,NA,NA,NA,NA,NA,359.147781,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10781524",226397772010661,108296758010661,92311797010661,2009,27,3,95,20178,3,2,1,NA,NA,1,2,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10781805",226398462010661,108305411010661,92313266010661,2009,27,3,95,20329,1,2,1,126,11.1,1,1,601,41,11,1,44,3,44,3,10,4,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1.6972,13.027096,15.416682,NA,NA,NA,NA,15.058244,0,0,0.227114,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,47,65,"2010-06-09",10661,"2020-03-10",290487,NA,NA,20,NA,10.6,0,0,0.227114,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,394.646459,112.391047,20.896202,NA,102.323389,263.966854,51.161695,14,1,NA,NA,NA,NA,NA,NA,NA,527.933708,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10781813",226398473010661,108305411010661,92313284010661,2009,27,3,95,20329,2,5,1,308,1.8,1,1,601,41,3.2,1,NA,NA,NA,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3171,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,65,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,25.693449,5.42472,12.846725,2.71236,14,1,NA,NA,NA,NA,NA,NA,NA,25.693449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10781824",226398481010661,108305411010661,92313300010661,2009,27,3,95,20329,3,6,1,355,13.4,1,1,601,41,12.2,1,55,3,55,3,5,4,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1.9823,16.534509,19.567466,NA,NA,NA,NA,19.112522,0,0,0.186148,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,53,65,"2010-06-09",10661,"2020-03-10",290487,NA,NA,10,NA,11.9,0,0,0.186148,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,500.900977,133.464054,24.8059,NA,127.33758,329.585466,63.66879,14,1,NA,NA,NA,NA,NA,NA,NA,659.170931,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10781945",226398757010661,108297304010661,92313981010661,2009,27,3,97,20196,2,9,1,239,24,1,1,601,41,13.2,1,75,3,75,2,35,3,4,NA,0,NA,NA,NA,NA,NA,NA,NA,4.462,21.046481,22.582061,17.274102,18.534444,97.30631,115.840845,22.428503,0.517794,2.78019,0.551795,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,NA,70,55,"2010-06-09",10661,"2020-03-10",290487,NA,NA,0,NA,12.4,0.517794,2.78019,0.551795,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,587.806207,149.255914,27.69549,NA,147.396369,382.378806,73.698185,14,1,NA,NA,NA,NA,NA,18.40841,482.447609,764.757611,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,"",""
"10781946",226398758010661,108297304010661,92313983010661,2009,27,3,97,20196,2,10,1,242,21.4,1,1,601,41,9,1,64,3,64,2,35,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.5121,8.624063,9.253287,NA,NA,NA,NA,9.190365,0.132261,0,0.140946,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,NA,NA,NA,60,55,"2010-06-09",10661,"2020-03-10",290487,NA,NA,0,NA,8.7,0.132261,0,0.140946,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,240.861086,78.876286,14.596488,NA,65.288613,167.16693,32.644307,14,1,NA,NA,NA,NA,NA,NA,NA,334.33386,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"",""
"10782894",226402737010661,108299662010661,92305532010661,2009,27,3,115,20177,2,7,1,162,10,1,1,601,41,6.3,1,31,3,31,3,25,4,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,0.9808,3.01004,3.562178,NA,NA,NA,NA,3.479357,0,0,0.165288,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,33,56,"2010-06-09",10661,"2020-03-10",290487,NA,NA,15,NA,5.7,0,0,0.165288,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,91.186988,39.62684,7.177039,NA,27.433623,68.995434,13.716812,14,1,NA,NA,NA,NA,NA,NA,NA,137.990867,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10785298",226405370010661,108294949010661,92257109010661,2009,27,3,169,20048,2,2,1,143,19,1,2,601,41,6.8,1,NA,NA,6,3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,3,NA,3.69543,4.37329,NA,NA,NA,NA,4.271611,0,0,-0.841486,0,0,5.202865,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7.31,NA,NA,NA,NA,NA,NA,NA,55,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,6.8,0,0,-0.841486,0,0,5.202865,0,0,0,"",NA,NA,NA,1,1,6.018046,1.180009,0,6.018046,63.156328,5.638601,8.309236,NA,32.832764,38.552083,16.416382,14,1,NA,NA,NA,NA,NA,NA,NA,77.104165,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10785814",226407269010661,108300670010661,92344609010661,2009,27,4,39,20251,1,4,1,185,10.6,1,1,601,41,12.4,1,45,3,45,4,5,3,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,6.7229,7.106872,18.316681,NA,NA,NA,NA,9.909324,0,0,-1.679246,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,52,49,"2010-06-09",10661,"2020-03-10",290487,NA,NA,20,NA,12.4,0,0,-1.679246,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,259.703563,68.501016,12.728707,NA,65.828784,170.466643,32.914392,14,1,NA,NA,NA,NA,NA,NA,NA,340.933286,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"",""
"10785817",226407272010661,108300670010661,92344615010661,2009,27,4,39,20251,1,7,1,NA,NA,1,2,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-3.414505,0,0,18.131136,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,11.9,0,0,-3.414505,0,0,18.131136,0,0,0,"",NA,NA,NA,0,1,NA,1.25376,0,6.018046,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10785818",226407273010661,108300670010661,92344617010661,2009,27,4,39,20251,1,8,1,NA,NA,1,2,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,9.7,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10785825",226407280010661,108300670010661,92344623010661,2009,27,4,39,20251,2,3,1,193,6.7,1,2,601,41,14.3,1,NA,NA,47,3,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,3,NA,21.117551,24.991185,NA,NA,NA,NA,24.41014,0,0,-4.957027,0,0,26.007737,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,49,"2010-06-09",10661,"2020-03-10",290487,5.5,NA,NA,NA,14.1,0,0,-4.957027,0,0,26.007737,0,0,0,"",NA,NA,NA,1,1,6.018046,1.25376,0,6.018046,360.907115,19.161162,28.680991,NA,158.367592,204.374634,79.183796,14,1,NA,NA,NA,NA,NA,NA,NA,408.749268,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10785826",226407281010661,108300670010661,92344625010661,2009,27,4,39,20251,2,4,1,194,7,1,2,601,41,9.1,1,NA,NA,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.46788,8.937834,NA,NA,NA,NA,4.835368,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,9.1,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,59.02232,2.161243,7.621318,NA,34.258556,34.402441,17.129278,14,1,NA,NA,NA,NA,NA,NA,NA,68.804881,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,"",""
"10785832",226407287010661,108300670010661,92344637010661,2009,27,4,39,20251,2,10,1,15,6.2,1,1,601,41,1.1,1,NA,NA,NA,2,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2213,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,49,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,1.616887,0.463312,0.808444,0.231656,14,1,NA,NA,NA,NA,NA,NA,NA,1.616887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10785833",226407288010661,108300670010661,92344639010661,2009,27,4,39,20251,2,11,1,43,5.1,1,1,601,41,1.2,1,NA,NA,NA,2,35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2521,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,49,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,2.058862,0.561244,1.029431,0.280622,14,1,NA,NA,NA,NA,NA,NA,NA,2.058862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10785834",226407289010661,108300670010661,92344641010661,2009,27,4,39,20251,2,12,1,96,4.1,1,1,601,41,2.7,1,NA,NA,NA,2,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8509,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,NA,NA,NA,NA,NA,NA,NA,49,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,2.4,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,16.761855,3.624127,8.380928,1.812064,14,1,NA,NA,NA,NA,NA,NA,NA,16.761855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"10785836",226407291010661,108300670010661,NA,2009,27,4,39,20251,2,14,1,60,18.6,1,1,601,41,5.5,1,44,3,44,2,25,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.993,2.143201,2.299572,NA,NA,NA,NA,2.283935,0.4465,0,0.47582,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,NA,NA,NA,NA,NA,NA,NA,49,"2010-06-09",10661,"2020-03-10",290487,NA,NA,0,1,NA,0.4465,0,0.47582,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,59.857368,29.309426,5.251245,NA,18.936759,47.20902,9.46838,14,1,NA,NA,NA,NA,NA,NA,NA,94.418039,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"",""
"10786473",226409500010661,108299761010661,92337952010661,2009,27,4,85,20063,3,6,1,334,16.3,1,2,601,41,8.7,1,NA,NA,38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3.088699,7.960564,NA,NA,NA,NA,4.306665,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,9.7,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,50.791084,0,7.003186,NA,30.853229,28.897135,15.426615,14,1,NA,NA,NA,NA,NA,NA,NA,57.79427,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,"",""
"10786474",226409501010661,108299761010661,92337954010661,2009,27,4,85,20063,3,7,1,346,5.9,1,2,601,41,12.9,1,NA,NA,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,16.766686,19.842232,NA,NA,NA,NA,19.3809,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,"2010-06-09",10661,"2020-03-10",290487,NA,NA,NA,NA,12.9,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,286.549143,16.163325,24.28027,NA,127.864414,163.496369,63.932207,14,1,NA,NA,NA,NA,NA,NA,NA,326.992738,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10815530",245873343010661,169103003010661,99006697010661,2010,27,2,35,20574,1,8,1,180,22.7,1,1,601,41,21.3,1,55,1,55,3,60,3,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,9.1461,40.826091,48.314901,NA,NA,NA,NA,47.19158,0,0,1.55343,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,56,38,"2011-03-03",10661,"2020-02-19",290487,NA,NA,10,NA,19.3,0,0,1.55343,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,1236.796929,245.232586,43.786286,NA,290.984858,762.907901,145.492429,14,2,NA,NA,NA,NA,NA,NA,NA,1525.815801,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"",""
"10823910",245874294010661,169101862010661,99010446010661,2010,27,3,49,20058,4,3,1,8,18.8,1,2,601,41,11.6,1,NA,NA,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17.107116,20.245108,NA,NA,NA,NA,19.774409,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"2011-03-03",10661,"2020-02-19",290487,NA,NA,NA,NA,11.6,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,391.009014,56.529115,26.509371,NA,132.985106,237.02375,66.492553,14,2,NA,NA,NA,NA,NA,NA,NA,474.0475,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10823911",245874295010661,169101862010661,99010448010661,2010,27,3,49,20058,4,4,1,308,18.7,1,2,601,41,15.3,1,NA,NA,46,3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,2,NA,32.085224,37.970679,NA,NA,NA,NA,37.087861,-7.589355,-35.610538,-8.087712,40.96486,194.00058,43.654827,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA,NA,NA,93,"2011-03-03",10661,"2020-02-19",290487,NA,NA,NA,NA,15.4,-7.589355,-35.610538,-8.087712,40.96486,194.00058,43.654827,0,0,0,"",NA,NA,NA,1,1,6.018046,1.203609,0,6.018046,733.356327,89.930791,41.813088,NA,238.199053,432.550103,119.099527,14,2,NA,NA,NA,NA,NA,NA,NA,865.100206,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"",""
"10823975",245874190010661,169105361010661,99010134010661,2010,27,3,49,20307,1,9,1,193,16.9,1,1,601,41,8.5,1,40,3,40,2,40,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.1528,7.117876,7.637206,NA,NA,NA,NA,7.585273,0.277149,0,0.295348,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,NA,NA,NA,37,52,"2011-03-03",10661,"2020-02-19",290487,NA,NA,0,NA,7.8,0.277149,0,0.295348,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,198.794835,67.917266,12.537492,NA,54.665009,139.624797,27.332505,14,2,NA,NA,NA,NA,NA,NA,NA,279.249593,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"",""
"10823981",245874196010661,169105361010661,99010158010661,2010,27,3,49,20307,2,6,1,276,21.5,1,2,601,41,5.6,1,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.952182,2.454077,NA,NA,NA,NA,1.327656,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,"2011-03-03",10661,"2020-02-19",290487,NA,NA,NA,NA,5.6,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,16.205868,0.880099,3.007927,NA,10.93053,10.046947,5.465265,14,2,NA,NA,NA,NA,NA,NA,NA,20.093894,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,"",""
